lot,year,district,ID,wenbao_id,original_name_cn,name_en,tmarker,year_built,current_use,address,protection_level,
3,1999,黄浦,3A004,,普益大楼/普益地产公司,Szechuan Building,o,1922,上海电气集团总公司,四川中路106-110号,,
3,1999,黄浦,3A005,,大北大楼电报局,Great Northern Telegraph Corporation Building,o,1922,"上海长途电信科技发展公司、
 上海市城市交通管理局",延安东路34号,,
3,1999,黄浦,3A006,,中南大楼/中南银行,China & South Sea Bank Building,o,1921,"爱建金融大楼/
 爱建信托投资有限公司等",汉口路110号,,
3,1999,黄浦,3A007,,美伦大楼,Midland Building,o,1921,上海晒图厂等,南京东路151-171号,,
3,1999,黄浦,3A008,,电力大楼/上海电力公司,Shanghai Power Company,o,1931,华东电力管理局,南京东路181号,,
3,1999,黄浦,3A009,,博物院大楼/亚洲文会、英国皇家亚洲文会北中国支会,Royal Asiatic Society,o,1932,青岛工行/上海图书馆书库,虎丘路20号,,
3,1999,黄浦,3A010,,"颐中大楼/
 英美颐中烟草股份有限公司",Yee Tsoong Tobacco Co. Building,o,1920,上海海鸥照相机销售有限公司等,南苏州路161-175号,,
3,1999,黄浦,3A011,,沪宁铁路局、安顺洋行等,Shanghai-Nanking Railway Administration Office,o,1911,元芳弄,四川中路126弄5-21号,,
3,1999,黄浦,3A012,,三菱大楼、美孚大楼,Mitsubishi Building & Standard–Vacuum Oil Co.,o,1914,懿德大楼/新世纪创业有限公司，黄中大楼/黄浦区中心医院门诊部,"广东路94-102号/
 四川中路109号",,
3,1999,黄浦,3A013,,青年协会大楼,Y.M.C.A. of China Building,o,1924,虎丘公寓,虎丘路131号,,
3,1999,黄浦,3A014,,兰心大楼,Lyceum Building,o,1927,渣打银行上海分行,圆明园路185号,,
3,1999,黄浦,3A015,,恒业里,Heng-Ye Lane,o,1915,恒业里,江西中路135弄1-13号,,
3,1999,黄浦,3A016,,四明大楼,"Ningpo Commercial & Savings Bank, Ld.",o,1921,上海建筑材料集团总公司,北京东路232-240号,,
3,1999,黄浦,3A017,,哈同大楼,Hall & Holtz Co. Building,o,1906,慈安里大楼,南京东路98-114号,,
3,1999,黄浦,3A018,,东亚大楼,Bank of East Asia Building,o,1926,东亚银行,四川中路299号,,
3,1999,黄浦,3A019,,谦信大楼,Chien Hsin Eng’g Co. Building,o,1907,"中国人民解放军海军后勤部
 上海物资站",江西中路138号,,
3,1999,黄浦,3A020,,瑞康洋行买办住宅,,,1910,上海市储能中学一分部,黄陂南路25号乙,,
3,1999,黄浦,3A021,HP_C40,清心女中,Pure Heart School for Chinese Girls,o,1920,上海市第八中学,陆家浜路650号,,
3,1999,黄浦,3A022,,龙门村,Long-Men Cun,t,1910,龙门村,尚文路,,
3,1999,黄浦,3A023,,中法求新机器轮船制造厂,"Kiousin Dock, Societe Franco-Chinoise de Constructions Metalliques et Mecaniques",o,1930年代,"上海求新船厂——厂部办公楼/
 红楼",机厂路132号,,
3,1999,黄浦,3A024,,上海电话局南市总局,"Shanghai Telephone Exchange, South District Branch",o,1920,"上海市中华路电话局
 ——办公楼/机房",中华路734号,,
3,1999,黄浦,3C001,,爱司公寓,Estrella Apts,o,1927,瑞金大楼,瑞金一路150号,,
3,1999,黄浦,3C002,,泰山公寓,,,1930,泰山大楼,淮海中路622弄,,
3,1999,黄浦,3C003,,飞霞别墅,,,1941,飞霞别墅,淮海中路584弄,,
3,1999,黄浦,3C004,,飞龙公寓,,,1922,住宅,淮海中路538-544号及542弄,,
3,1999,黄浦,3C005,,法租界霞飞路巡捕房,,,1914,卢湾区职业教育中心,淮海中路235号,,
3,1999,黄浦,3C006,,白尔登公寓,Belden Apartments,o,1927,陕南大楼,陕西南路213号,,
3,1999,黄浦,3C007,HP_C53,住宅,Residential building,n,1920,瑞金宾馆3号楼,瑞金二路118号,,
3,1999,黄浦,3C008,HP_C53,住宅,Residential building,n,1924,瑞金宾馆4号楼,瑞金二路118号,,
3,1999,黄浦,3C009,,住宅,Residential building,n,1920年代,上海文史馆,思南路39号-41号,,
3,1999,黄浦,3C010,,巴黎公寓,,,1936,巴黎公寓,重庆南路165号,,
3,1999,黄浦,3C011,,巴黎新村,,,1936,巴黎新村,重庆南路169弄,,
3,1999,黄浦,3C012,,永丰村,,,1936,住宅,重庆南路177号、179弄1-10号,,
3,1999,黄浦,3C013,,吕班公寓,Dubail Apts,,1931,重庆公寓,重庆南路185号,,
3,1999,黄浦,3C014,,诸圣堂,All Saints Church,o,1925,诸圣堂,复兴中路425号,,
3,1999,黄浦,3C015,,住宅,Residential building,n,,住宅,皋兰路1号,,
3,1999,黄浦,3C016,,住宅,Residential building,n,1947,上海文艺出版社等,绍兴路74号,,
3,1999,黄浦,3C017,,香山路住宅,Residential building on Xiangshan Rd,n,1910年代,住宅,香山路6号,,
3,1999,静安,3B001,,邱氏住宅,Qiu family residence,t,1920年代,民立中学四号楼,威海路412号,,
3,1999,静安,3B002,,联华公寓,Avenue Apartments,o,1932,联华公寓,"北京西路1341-1383号,铜仁路304-330号,南阳路208-228号",,
3,1999,静安,3B003,,铜仁路278号,278 Tongren Rd,n,,铜仁路279号,铜仁路280号,,
3,1999,静安,3B004,,皮裘公寓,Bigon Apts,o,1929,皮裘公寓,铜仁路278号,,
3,1999,静安,3B005,,震兴里、荣康里、德庆里,,,1927,震兴里、荣康里、德庆里,茂名北路200-290弄,,
3,1999,静安,3B006,,住宅,Residential building,n,1936,岳阳医院,青海路44号,,
3,1999,静安,3B007,,善钟里,Shanzhong Lane,t,1930,善钟里,常熟路113弄2-31号,,
3,1999,静安,3B008,,亚细亚火油公司住宅,Asiatic Petroleum Company residences,t,1929,巨鹰宾馆,巨鹿路889号,,
3,1999,静安,3B009,,住宅,Residential building,n,1930,住宅,巨鹿路868-892号,,
3,1999,静安,3B010,,住宅,Residential building,n,1930,住宅,巨鹿路852弄1-8号、10号,,
3,1999,静安,3B011,,住宅,Residential building,n,1931,上海市作家协会,巨鹿路675-681号,,
3,1999,静安,3B012,,住宅,Residential building,n,1930,住宅,南京西路1522弄,,
3,1999,静安,3B013,,太阳公寓,Sun Apts,o,1928,太阳公寓,威海路651、665弄,,
3,1999,静安,3B014,,四明里,Siming Lane,t,1928,四明村,延安中路913弄,,
3,1999,静安,3B015,,蒲园,Bourgeat Gardens,t,1942,蒲园,长乐路570弄,,
3,1999,静安,3B016,,杜美新村,,,1930,长乐新村,长乐路764弄,,
3,1999,静安,3B017,,住宅,Residential building,n,1941,住宅,"富民路210弄2-14号、
 长乐路752-762号",,
3,1999,静安,3B018,,大华公寓,,,1932,大华公寓,南京西路864-884号，奉贤路137号、147号，奉贤路148弄1-4号、8号,,
3,1999,静安,3B019,,住宅,Residential building,n,1930,华园物业公司办公楼,长乐路800号,,
3,1999,静安,3B020,,住宅,Residential building,n,1911,住宅,奉贤路68弄40-52号、80-92号,,
3,1999,静安,3B021,,中实新村,,,1930年代,中实新村,愚园路581-589及579弄,,
3,1999,静安,3B022,,文元坊,,,1938,文元坊,愚园路608弄,,
3,1999,静安,3B023,,念吾新村/多福里/汾阳坊,,,1932,念吾新村/多福里/汾阳坊,延安中路470弄/504弄/510弄,,
3,1999,静安,3B024,,中国红十字会医院,China Red Cross Society Hospital,t,1910,华山医院,乌鲁木齐中路12号5号楼,,
3,1999,静安,3B025,,切尔西住宅,Chelsea Building,t,1929,少儿图书馆,南京西路962号,,
3,1999,静安,3B026,,住宅,Residential building,,1920年代,延中部队招待所,延安中路810号,,
3,1999,静安,3H001,,上海总商会,Shanghai General Chamber of Commerce,,1913,华侨城·苏河湾项目,北苏州路470号,,
3,1999,徐汇,3D001,,德国技术工程学院，同济德文医学堂，国立上海高级机械职业学校,Shanghai Polytechnical University Library,t,1916,上海理工大学图书馆,复兴中路1195号,,
3,1999,徐汇,3D002,,霞飞路住宅、比利时领馆,Consulate of Belgium,t,1926,达芬奇集团,淮海中路1131号南楼,,
3,1999,徐汇,3D003,,万国储蓄会公寓、盖司康公寓,Gascogne Apartments,o,1935,淮海公寓2号楼,淮海中路1204-1218号,,
3,1999,徐汇,3D004,,住宅,Residential building,n,1920年代,住宅,淮海中路1276-1292号,,
3,1999,徐汇,3D005,,住宅,Residential building,n,,住宅,华亭路71弄1-7号，延庆路135-149号,,
3,1999,徐汇,3D006,,住宅,Residential building,n,,住宅,华亭路72、74、84、86号，延庆路151-157号,,
3,1999,徐汇,3D007,,麦琪公寓,Magy Apartments,o,1937,麦琪公寓,复兴西路24号,,
3,1999,徐汇,3D008,,上海新村,Shanghai Terrace,t,1939,上海新村,淮海中路1487弄1-56号,,
3,1999,徐汇,3D009,,林肯公寓,Lincoln Apts,o,1930,曙光公寓,淮海中路1554-1568号、1562弄2-5号,,
3,1999,徐汇,3D010,,来斯南村,,,1938,来斯南村,五原路205弄2-6号,,
3,1999,徐汇,3D011,,住宅,Residential building,n,1921,上海永乐电影电视（集团）公司,永福路52号,,
3,1999,徐汇,3D012,,住宅,Residential building,n,,住宅,武康路40弄1号,,
3,1999,徐汇,3D013,,住宅,Residential building,n,1930,上海市房地产科学研究院,复兴西路193号3号楼,,
3,1999,徐汇,3D014,,住宅,Residential building,n,1938,湖南别墅,湖南路262号,,
3,1999,徐汇,3D015,XH_C19,住宅,Residential building,n,1948,巴金住宅,武康路113号,,
3,1999,徐汇,3D016,,住宅,Residential building,n,,住宅,武康路117弄1号,,
3,1999,徐汇,3D017,,住宅,Residential building,n,,住宅,武康路117弄2号,,
3,1999,徐汇,3D018,,住宅,Residential building,n,,汽车工业总公司,武康路390号,,
3,1999,徐汇,3D019,XH_C24,住宅,Residential building,n,,住宅,武康路393号,,
3,1999,徐汇,3D020,,住宅,Residential building,n,,住宅,淮海中路1818弄1-8号,,
3,1999,徐汇,3D021,,住宅,Residential building,n,,住宅,嘉善路131-143弄，169弄,,
3,1999,徐汇,3D022,,住宅,Residential building,n,1936,上海电影译制厂,永嘉路383号,,
3,1999,徐汇,3D023,,住宅,Residential building,n,1936,零三单位华东办事处,永嘉路389号,,
3,1999,徐汇,3D024,XH_C17,住宅,Residential building,n,1928,瑞金宾馆太原分馆,太原路160号,,
3,1999,徐汇,3D025,,住宅,Residential building,n,,住宅,永嘉路495弄,,
3,1999,徐汇,3D026,,住宅,Residential building,n,,电话局职工住宅,建国西路398号,,
3,1999,徐汇,3D027,,住宅,Residential building,n,1936,住宅,岳阳路170弄1号1号楼,,
3,1999,徐汇,3D028,,住宅,Residential building,n,,住宅,永嘉路527弄1-5号,,
3,1999,徐汇,3D029,,住宅,Residential building,n,,住宅,永嘉路571号,,
3,1999,徐汇,3D030,,住宅,Residential building,n,1936,住宅,安亭路81弄2，4号,,
3,1999,徐汇,3D031,,住宅,Residential building,n,,住宅、小旋枫酒店,安亭路130、132号,,
3,1999,徐汇,3D032,,住宅,Residential building,n,1924,住宅、建国西路幼儿园,建国西路620、622号,,
3,1999,徐汇,3D033,,住宅,Residential building,n,1936,市委机关幼儿园,余庆路190号,,
3,1999,徐汇,3D034,XH_C23,大修道院,Major Seminary,o,1929,徐汇区人民检察院,漕溪北路336号,,
3,1999,徐汇,3D035,XH_C22,江南弹药局,Jiangnan Ammunition Factory,t,1876/1876/1876~1930/1876~1945/不详,解放军七三一五工厂——厂房/机房/仓库（4座）/水牢/老门房,龙华路2577号（烈士陵园北部）,,
3,1999,虹口,3F001,,大陆新村/文华新村/淞云别墅/留青小筑,Continental Terrace,o,1932,住宅,山阴路30、44、64、112、124、132、144、156、168、180、192、208、210弄，甜爱路59号、40号，山阴路2弄1-43号，四川北路2044-2058号,,
3,1999,虹口,3F002,,长春公寓,Changchun Apts,t,1936,长春公寓,长春路304号,,
3,1999,虹口,3F003,,住宅,Residential building,n,1920,住宅,溧阳路1084弄2-11号、1114弄1-21号、1156弄1-19号、1208弄1-12号、1219、1221、1253、1283、1313、1235、1267、1295、1298、1237、1269、1297、1331、1251、1281、1311、1338号，溧阳路1203弄1-12号,,
3,1999,虹口,3F004,,住宅,Residential building,n,1920年代,住宅,武进路206-296号,,
3,1999,虹口,3F005,,礼查饭店,Astor House,o,1907,浦江饭店,黄浦路15号,,
3,1999,虹口,3F006,,公寓,Apartment,n,,公寓,昆山路227号/昆山路277号/昆山花园路1-10号,,
3,1999,虹口,3F007,,住宅,Residential building,n,,住宅,蟠龙街1-13号,,
3,1999,虹口,3F008,,西本愿寺,Nishi Hongan-ji Shanghai,o,1931,梦幻柔情舞厅,乍浦路455号,,
3,1999,虹口,3F009,,虹口大旅社,Grand Hotel of Hongkou,t,1927,虹口大楼,海宁路449号,,
3,1999,虹口,3F010,,住宅,Residential Building,n,,上海纺织老干部活动室,多伦路215号,,
3,1999,虹口,3F011,,祥德路住宅,Residential building on Xiangde Rd,n,1943,祥德路住宅,祥德路2弄,,
3,1999,杨浦,3G001,,住宅,Residential building,n,1938,住宅,隆昌路222-266号,,
3,1999,杨浦,3G002,YP_C05,上海市东区污水处理厂,East District Sewage Treatment Plant,t,1926,上海市东区污水处理厂——办公楼/压缩机房、过滤池,河间路1283号,,
3,1999,杨浦,3G003,,怡和纱厂,,,1909/1909/1909/1911/1941,上海第五毛纺厂——空压站及仓库/厂房/英老板住宅/废纺车间/大仓库,杨树浦路670号,,
3,1999,杨浦,3G004,YP_C07,上海密丰绒线厂,,,1934,上海茂华毛纺厂——绒线仓库/综合楼/经理住宅（A）/领班住宅（B）/高级职员住宅（C）,波阳路400号,,
3,1999,杨浦,3G005,YP_C04,上海煤气公司,Shanghai Gas works,,1933,上海市杨树浦煤气厂——办公楼/高级职员住宅/储气罐,杨树浦路2524号,,
3,1999,杨浦,3G006,,正广和汽水厂,,,1935,梅林正广和有限公司,通北路400号,,
3,1999,杨浦,3G007,YP_C06,裕丰纱厂,,,1922/1922/1924/1930/1932/1924/1935,上海第十七棉纺厂——办公楼/一纺车间/二纺车间/三纺车间/四纺车间/锅炉房及水房/北厂厂房,杨树浦路2866号,,
3,1999,长宁,3M001,,兆丰别墅,,,1935,兆丰别墅,长宁路712弄,,
3,1999,长宁,3M002,,新华村,Xinhua Village,t,1912~1932,长宁区政府11号楼,愚园路1320号,,
3,1999,长宁,3M003,,新华村,Xinhua Village,t,1912~1932,长宁区政府12号楼,愚园路1320号,,
3,1999,长宁,3M004,,新华村,Xinhua Village,t,1912~1932,长宁区政府14号楼,愚园路1320号,,
3,1999,长宁,3M005,,新华村,Xinhua Village,t,1912~1932,长宁区政府15号楼,愚园路1320号,,
3,1999,长宁,3M006,,亦村,Yi Village,t,1945,亦村,泰安路76弄,,
3,1999,长宁,3M007,,住宅,Residential building,n,1930,工商银行愚园路分理处等,愚园路1294号,,
3,1999,长宁,3M008,,沪西别墅/沪西别业,West Shanghai villa,t,1948,沪西别墅,愚园路1210弄东侧,,
3,1999,长宁,3M009,,住宅,Residential building,n,1928,住宅,愚园路1112弄4号，20号,,
3,1999,长宁,3M010,,私立妇孺医院,,,1935,长宁区妇幼保健院,延安西路934号,,
3,1999,长宁,3M011,,住宅,Residential building,n,1930,汉语大词典出版社,新华路200号,,
3,1999,长宁,3M012,,住宅,Residential building,n,1925,住宅,新华路231号,,
3,1999,长宁,3M013,,住宅,Residential building,n,1925,住宅,新华路329弄32号乙,,
3,1999,长宁,3M014,,住宅,Residential building,n,1925,住宅,新华路329弄36号,,
3,1999,长宁,3M015,,住宅,Residential building,n,1930,住宅（272弄2号为幼托）,新华路236号，248号，272弄2号、6号，294弄1号,,
3,1999,长宁,3M016,CN_C07,住宅,Residential building,n,1925,兴国宾馆2号楼,兴国路72号,,
3,1999,长宁,3M017,CN_C07,住宅,Residential building,n,1920年代,兴国宾馆6号楼,兴国路72号,,
3,1999,长宁,3M018,,梅泉别墅,Columbia Circle,o,1933,梅泉别墅,新华路593弄,,
3,1999,长宁,3M019,,住宅,Residential building,n,1930,办公楼（空置）,新华路483号,,
3,1999,长宁,3M020,,住宅,Residential building,n,1925,新华路警署,新华路179号,,
3,1999,长宁,3M021,,住宅,Residential building,n,1930,上海市信息中心一号楼及西侧花园住宅群,华山路1076号及1100弄、1120弄,,
3,1999,长宁,3M022,,海格园,Haig Villa,o,1925,花园住宅群,华山路1006弄,,
3,1999,长宁,3M023,,住宅,Residential building,n,1934,上海市工人疗养院,延安西路2558号（1-4号楼）,,
3,1999,长宁,3M024,,住宅,Residential building,n,1925,住宅,新华路211弄2号,,
3,1999,长宁,3M025,,哥伦比亚总会,Columbia Country Club,o,1931,上海生物制品研究所,延安西路1262号,,
3,1999,长宁,3M026,,大理石亭,Marble Pavillion,t,1935,大理石亭,长宁路780号中山公园内,,
3,1999,长宁,3M027,,弗兰克林住宅、中央银行俱乐部,Residence of Franklin,t,1931,空军455医院,淮海西路338号,,
3,1999,长宁,3M028,,达华公寓,Hubertus Court,o,,达华宾馆,延安西路918-928号,,
3,1999,长宁,3M029,XH_C14,丁香花园,Lilac Garden,t,,丁香别墅,华山路922号,,
3,1999,长宁,3M030,,真如中学,Zhen Ru Middle School,t,,东延安中学北楼,延安西路601号,,
3,1999,长宁,3M031,,西区污水处理厂,West District Sewage Treatment Plant,t,1926,上海城市排水管理处技工学校-泵房/宿舍楼立面片段,天山路、哈密路口,,
3,1999,普陀,3N001,,宜昌路救火会,Yichang Road Fire Station,t,1932,消防三支队宜昌中队,宜昌路216号,,
3,1999,普陀,3N002,,上海啤酒有限公司,Shanghai Beer Co Ltd,t,1933,上海啤酒厂灌装楼/办公楼/酿造楼,宜昌路130号,,
3,1999,普陀,3N003,,天利氮气制品厂,Tian Li Nitrogen Products Factory,t,1934,化工部上海化工研究院——合成氮车间/硝酸车间,云岭东路345号,,
3,1999,普陀,3N004,,中华书局印刷厂澳门路新厂,"Chung Hwa Book Company Printing Press, Aomen Rd",t,1934,中华印刷厂——办公楼/印刷车间/仓库,澳门路477号,,
3,1999,普陀,3N005,,福新面粉厂、阜丰面粉厂,Fu Xin Flour Plant,t,1913~1930/1898/1896~1930,M120（原上海面粉厂——四厂/小包装面粉仓库/麸皮车间/七厂厂房/面粉工业发展史陈列馆/二层办公楼）,莫干山路120号,,
3,1999,浦东,3W001,,唐墓桥露德圣母堂,Notre-Dame-de-Lourdes de Pudong,o,1898,唐墓桥露德圣母堂,浦东唐墓桥,,
3,1999,浦东,3W002,,住宅,Residential building,n,1924,住宅,钱仓路316号,,
3,1999,闵行,3J001,MH_C04,天主堂,Catholic Church,t,1901,南张安老院,闵行区七莘路9号桥,,
3,1999,宝山,3K001,,海底电缆登陆局房,Undersea cable landing point,t,,东海船厂,逸仙路3901号,,
3,1999,崇明,3R001,,黄家花园,Huang family garden,t,1932,崇明县中心医院,崇明县城桥镇南门港街26号,,
4,2004,黄浦,4A001,,上海基督教青年会,Chinese Y.M.C.A. Polytechnic Public School for Chinese,o,1907,浦光大楼/浦光中学,四川中路595-607号,,
4,2004,黄浦,4A002,,英商自来水公司大楼,"Shanghai Waterworks Co., Ld.",o,1921,自来大楼,江西中路484号,,
4,2004,黄浦,4A003,,英商自来水公司办公楼,"Shanghai Waterworks Co., Ld. (Office)",o,1888,自力大楼/自来水公司管线管理所,江西中路464-466号,,
4,2004,黄浦,4A004,,源源长银行/东方企业公司,Yuan-Yuan-Chang Bank Building,o,,住宅,江西中路473号,,
4,2004,黄浦,4A005,,恒丰大楼,Heng-Feng Building,o,1931,恒丰大楼/上海航道局办公用房,江西中路450号-454号,,
4,2004,黄浦,4A006,,信托大楼/上海信托公司,Shanghai Trust Co. Building,o,1918,沙美大楼,北京东路190号,,
4,2004,黄浦,4A007,,浙江兴业银行,"National Commercial Bank, Ld.",o,1936,上海市建工集团、上海市物资局、北京西路售票处等,北京东路230号,,
4,2004,黄浦,4A008,,中垦大楼/中国垦业银行,Land Bank Building,o,1932,上海市电力公司(北部）、上海市建筑材料供应总公司、上海航空铸锻公司,北京东路239、255号,,
4,2004,黄浦,4A009,,"中一信托大楼/
 中一信托股份公司",First Trust Building,o,1924,中一大楼/上海市联运总公司,北京东路270号,,
4,2004,黄浦,4A010,,盐业大楼/盐业银行,Yien Yieh Commercial Bank Building,o,1931,上海长江电气集团等,北京东路280号,,
4,2004,黄浦,4A011,,上海洋行/上海商业储蓄银行,Shanghai Commercial & Savings Bank Building,o,1929,上海浦东发展银行总部,"宁波路40、50号，
 江西中路368号",,
4,2004,黄浦,4A012,,中央储蓄会/广东银行,Kiangsu-Chekiang Commercial & Savings Bank Building,o,1933,光大银行,天津路2号，江西中路349号,,
4,2004,黄浦,4A013,,美丰银行,Mei Feng Bank of Szechuan,o,1924,美丰大楼/上海强农集团,"河南中路521-529号，
 宁波路180号",,
